,clickability_test_id,headline,response_synthetic,persona
1259,52faefd119639b3a7800001f,You Know How Everyone Complains About People Abusing The Welfare System? They Blamed The Wrong Ones.,1,Melissa Thompson
1260,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",1,Yasmin Foster
1261,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Carlos Ortiz
1262,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Melissa Thompson
1263,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Barbara Hughes
1264,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Charles Scott
1265,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Kenneth Harris
1266,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Gabriel Gonzalez
1267,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Daniel Taylor
1268,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Edward Anderson
1269,52ef3fca612cf573b8000018,"I'm Not Going To Lie To You, This Video Is About Sexual Assault.",0,Caleb Thompson
1270,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Olivia Peterson
1271,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Devon Lewis
1272,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Joseph Martinez
1273,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Richard Gibson
1274,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Alejandro Martinez
1275,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Carmen Ruiz
1276,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Keenan Brooks
1277,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Juan Rodriguez
1278,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Antoine Williams
1279,5362c67b05938f23cd000021,"When Princeton University Said This About America, I'll Admit It, I Cringed",0,Carlos Hernandez
1280,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Luis Morales
1281,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Lucas Brooks
1282,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Lionel Wilson
1283,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Amelia Parker
1284,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Jasmine Carter
1285,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Fernando Castro
1286,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Juana Romero
1287,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Rodney Watson
1288,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Adriana Morales 
1289,538e630aff49febbbe00000c,"A Photographer Went On A Trip, Witnessed Human Trafficking, And Found An Inspiring Way To Help",1,Shirley Thompson
1290,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,1,Heather Martinez
1291,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Robert Thompson
1292,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Cynthia Lewis
1293,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Jerome Thompson
1294,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Alejandro Mendoza
1295,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,1,Nia Mitchell
1296,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Scarlett Foster
1297,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Karen Coleman
1298,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Barbara Wilson
1299,5362c67b05938f23cd000021,The American Elite Just Changed The Way We Govern And You Were Working Too Hard To Hear About It,0,Maria Gonzalez
1300,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Jasmine Carter
1301,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Juana Romero
1302,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Shirley Thompson
1303,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Sofia Lopez 
1304,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Keith Johnson
1305,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Lisa Patterson
1306,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Megan Taylor
1307,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Maria Rodriguez
1308,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Aaliyah Wilson
1309,5362c67b05938f23cd000021,You Know That American Dream You're Working For? You Can Probably Strike It From Your 'To-Do' List.,0,Kenneth Harris
1310,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Benjamin Bryant
1311,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,LaKeisha Allen
1312,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Richard Gibson
1313,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Patricia Diaz
1314,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Matthew Thompson
1315,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Patricia White
1316,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Rosa Torres
1317,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Curtis Parker
1318,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,1,Margaret Lewis
1319,538e630aff49febbbe00000c,He Saw Something Awful. Then He Decided He Wanted His Legacy To Be Generosity. So He Took Action,0,Beverly Carter
1320,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",1,Isaiah Carter
1321,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Andrew Nelson
1322,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Henry Roberts
1323,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",1,Grace Watson
1324,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Susana Morales
1325,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Hannah Anderson
1326,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Mariana Soto
1327,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Laura Pacheco
1328,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",0,Maurice Johnson
1329,5362c67b05938f23cd000021,"What Does $1 Billion Buy You? Everything, Including Our Rights.",1,Wesley Reed
1330,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Elena Ortiz
1331,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Maria Rodriguez
1332,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Serenity Scott
1333,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Abigail Powell
1334,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Ava Brooks
1335,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Amos Reed
1336,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Owen Rogers
1337,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Alejandro Martinez
1338,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,Nia Washington
1339,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",0,John Johnson
1340,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Malik Johnson
1341,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Kenneth Harris
1342,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Terrence Roberts
1343,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Sandra Reed
1344,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Gabriel Stewart
1345,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Sarah Johnson
1346,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Yvonne Patterson
1347,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Jessica Davis
1348,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Ryan Peterson
1349,53a33db3b5839f96e200009b,"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0,Monique Thompson
1350,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Isaac Harris
1351,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Laura Navarro
1352,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Owen Rogers
1353,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Rodney Watson
1354,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Elizabeth Morgan
1355,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Michael Edwards
1356,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Carlos Torres
1357,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Henry Roberts
1358,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Sofia Reed
1359,53a33db3b5839f96e200009b,"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up Being... Sensitive Gentlemen?",0,Mario Torres
1360,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Jerome Thompson
1361,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Rosa Torres
1362,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Alejandro Mendoza
1363,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Cynthia Lewis
1364,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Yasmin Foster
1365,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Keenan Brooks
1366,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Avery James
1367,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Ayana Lewis
1368,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Aisha Jenkins
1369,53badaac3d73c5924b000013,This One's For Your Racist Uncle Who Always Yells ‘Free Speech’ In Your Face,0,Patricia Martinez
1370,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Gabriela Gomez
1371,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Solomon Alexander
1372,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Tamara Green
1373,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Gabriela Andrade
1374,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Sharon Clark
1375,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Elizabeth Murphy
1376,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Andrew Nelson
1377,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Reginald Davis
1378,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Antoine Williams
1379,54069b4cb650ede5be000084,"This Is What Happens When Straight Couples Go To Gay Weddings. Well, This Specific Couple, Anyways.",0,Jasmine Davis
1380,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Keisha Johnson
1381,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,John Baker
1382,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Brenda Moore
1383,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Mia Sanchez
1384,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,1,Beatriz Torres 
1385,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Alejandro Rodriguez
1386,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,1,Isabel Flores
1387,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Karen Brown
1388,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Alejandro Martinez
1389,54223e89a7d2af8491000050,Took Me Maybe 10 Minutes To Read A Cartoon About One Man. It Stayed In My Mind For *Much* Longer.,0,Rebecca Moore
1390,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Robert Lewis
1391,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Curtis Parker
1392,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Isaiah Carter
1393,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Luisa Morales
1394,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Michael Miller
1395,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Brian Roberts
1396,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Maurice Jenkins
1397,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Stephanie Anderson
1398,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Mariana Soto
1399,54223e89a7d2af8491000050,He Says Its Free Speech. They Say It’s Persecution. I Never Knew This Story.,1,Antoine Williams
1400,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",0,Manuel Gomez
1401,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",1,Zoey Sanders
1402,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",1,Sofia Lopez 
1403,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",0,Paul Lewis
1404,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",1,Marcus Turner
1405,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",0,Sharon Clark
1406,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",1,Adriana Morales 
1407,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",0,Javier Ramirez
1408,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",0,Laura Vega
1409,54223e89a7d2af8491000050,"When I Learned That We’re Exporting American-style Hate To Other Countries, I Was Floored.",0,Stephanie Anderson
1410,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Matthew Thompson
1411,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Wesley Reed
1412,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Richard Thomas
1413,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Rosa Diaz
1414,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Susana Morales
1415,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,1,James Bennett
1416,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Gabriela Gonzalez 
1417,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Julia Mendoza
1418,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Daniel Taylor
1419,54256b4bf3cf6193db000011,Just Watch This Man Draw For 2 Minutes And 30 Seconds. I Dare You To Tell Me He's Wrong.,0,Alejandro Mendoza
1420,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Benjamin Bryant
1421,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Joseph Martinez
1422,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Hannah Anderson
1423,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Harper Bennett
1424,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Mildred Bradford
1425,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Monica Pacheco
1426,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Rodney Watson
1427,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Jasmine Davis
1428,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Alejandra Hernandez
1429,54256b4bf3cf6193db000011,"He Gives 7 Reasons To Raise The Minimum Wage. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Manuel Gomez
1430,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Benjamin Bryant
1431,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Margaret Lewis
1432,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Tomas Silva
1433,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Marquis Davis
1434,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Gregorio Santos
1435,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Liam Mitchell
1436,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Micah Parker
1437,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Stephanie Anderson
1438,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,James Foster
1439,54256b4bf3cf6193db000011,"He Has A Plan For The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Harper Bennett
1440,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Gloria Barnes
1441,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,John Baker
1442,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Tasha Thompson
1443,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Grace Watson
1444,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Luisa Morales
1445,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Sandra Hill
1446,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Mariana Soto
1447,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",0,Mildred Johnson
1448,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Calvin Mitchell
1449,54256b4bf3cf6193db000011,"He Has A Plan To Save The Economy, And 7 Reasons. #3 Made Me Furious, But #7 Was Like, 'Hell Yeah.'",1,Micah Parker
1450,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Beatriz Ortega
1451,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Alejandra Hernandez
1452,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Daniel Taylor
1453,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Nancy Martinez
1454,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Kevin James
1455,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Nathan Hughes
1456,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Beverly Carter
1457,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Alice Taylor
1458,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Hannah Anderson
1459,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Elizabeth Morgan
